Proposal_ID,Sampling_Set,Core_Section,Sample_Name,Bulk_density_g_per_cm3,flag_Bulk_density
60846,12,TOP,60846_12_TOP,0.59,
60846,12,BTM,60846_12_BTM,1.05,
60846,17,TOP,60846_17_TOP,0.81,
60846,17,BTM,60846_17_BTM,1.45,
60846,2,TOP,60846_2_TOP,0.85,
60846,2,BTM,60846_2_BTM,1.39,
60846,5,TOP,60846_5_TOP,0.37,
60846,5,BTM,60846_5_BTM,0.71,
60846,7,TOP,60846_7_TOP,0.89,
60846,7,BTM,60846_7_BTM,1.18,
60880,1,TOP,60880_1_TOP,1.45,
60880,1,BTM,60880_1_BTM,1.53,
60880,2,TOP,60880_2_TOP,0.41,
60880,2,BTM,60880_2_BTM,,Data_not_available
60880,3,TOP,60880_3_TOP,0.15,
60880,3,BTM,60880_3_BTM,0.46,
60880,4,TOP,60880_4_TOP,1.16,
60880,4,BTM,60880_4_BTM,1.38,
60880,5,TOP,60880_5_TOP,0.6,
60880,5,BTM,60880_5_BTM,,Data_not_available
60880,6,TOP,60880_6_TOP,0.86,
60880,6,BTM,60880_6_BTM,1.26,
60881,1,TOP,60881_1_TOP,0.9,
60881,1,BTM,60881_1_BTM,1.37,
60881,2,TOP,60881_2_TOP,1.02,
60881,2,BTM,60881_2_BTM,1.35,
60881,3,TOP,60881_3_TOP,1.08,
60881,3,BTM,60881_3_BTM,1.37,
60881,4,TOP,60881_4_TOP,0.96,
60881,4,BTM,60881_4_BTM,1.33,
60881,5,TOP,60881_5_TOP,0.87,
60881,5,BTM,60881_5_BTM,1.22,
60881,6,TOP,60881_6_TOP,1.02,
60881,6,BTM,60881_6_BTM,1.41,
60886,1,TOP,60886_1_TOP,0.99,
60886,1,BTM,60886_1_BTM,1.44,
60886,2,TOP,60886_2_TOP,1.1,
60886,2,BTM,60886_2_BTM,0.95,
60886,3,TOP,60886_3_TOP,1.08,
60886,3,BTM,60886_3_BTM,1.2,
60886,4,TOP,60886_4_TOP,1.05,
60886,4,BTM,60886_4_BTM,1.27,
60886,5,TOP,60886_5_TOP,1.07,
60886,5,BTM,60886_5_BTM,1.25,
60886,6,TOP,60886_6_TOP,1.03,
60886,6,BTM,60886_6_BTM,1.3,
60920,1,TOP,60920_1_TOP,,Data_not_available
60920,1,BTM,60920_1_BTM,0.98,
60920,10,TOP,60920_10_TOP,0.28,
60920,10,BTM,60920_10_BTM,,Insufficient_material
60920,11,TOP,60920_11_TOP,,Data_not_available
60920,11,BTM,60920_11_BTM,,Insufficient_material
60920,12,TOP,60920_12_TOP,,Insufficient_material
60920,12,BTM,60920_12_BTM,,Insufficient_material
60920,2,TOP,60920_2_TOP,,Data_not_available
60920,2,BTM,60920_2_BTM,1.01,
60920,3,TOP,60920_3_TOP,,Data_not_available
60920,3,BTM,60920_3_BTM,0.44,
60920,4,TOP,60920_4_TOP,,Data_not_available
60920,4,BTM,60920_4_BTM,0.54,
60920,5,TOP,60920_5_TOP,,Data_not_available
60920,5,BTM,60920_5_BTM,0.21,
60920,6,TOP,60920_6_TOP,,Data_not_available
60920,6,BTM,60920_6_BTM,0.4,
60920,7,TOP,60920_7_TOP,0.85,
60920,7,BTM,60920_7_BTM,,Insufficient_material
60920,8,TOP,60920_8_TOP,0.85,
60920,8,BTM,60920_8_BTM,2.62,
60920,9,TOP,60920_9_TOP,1.12,
60920,9,BTM,60920_9_BTM,0.89,
60921,1,TOP,60921_1_TOP,0.78,
60921,1,BTM,60921_1_BTM,1.3,
60921,2,TOP,60921_2_TOP,0.72,
60921,2,BTM,60921_2_BTM,1.3,
60921,3,TOP,60921_3_TOP,0.65,
60921,3,BTM,60921_3_BTM,0.83,
60921,4,TOP,60921_4_TOP,0.75,
60921,4,BTM,60921_4_BTM,2,
60923,1,TOP,60923_1_TOP,0.79,
60923,1,BTM,60923_1_BTM,0.76,
60923,10,TOP,60923_10_TOP,1.16,
60923,10,BTM,60923_10_BTM,1.35,
60923,11,TOP,60923_11_TOP,1.17,
60923,11,BTM,60923_11_BTM,0.97,
60923,12,TOP,60923_12_TOP,1.12,
60923,12,BTM,60923_12_BTM,1.1,
60923,13,TOP,60923_13_TOP,1.18,
60923,13,BTM,60923_13_BTM,1.27,
60923,14,TOP,60923_14_TOP,0.99,
60923,14,BTM,60923_14_BTM,0.91,
60923,15,TOP,60923_15_TOP,1.05,
60923,15,BTM,60923_15_BTM,1.26,
60923,16,TOP,60923_16_TOP,1.02,
60923,16,BTM,60923_16_BTM,1.22,
60923,17,TOP,60923_17_TOP,1,
60923,17,BTM,60923_17_BTM,1.12,
60923,18,TOP,60923_18_TOP,1.15,
60923,18,BTM,60923_18_BTM,1.49,
60923,19,TOP,60923_19_TOP,1.17,
60923,19,BTM,60923_19_BTM,1.16,
60923,2,TOP,60923_2_TOP,0.68,
60923,2,BTM,60923_2_BTM,0.9,
60923,20,TOP,60923_20_TOP,1.06,
60923,20,BTM,60923_20_BTM,1.2,
60923,21,TOP,60923_21_TOP,1.05,
60923,21,BTM,60923_21_BTM,1.07,
60923,3,TOP,60923_3_TOP,0.77,
60923,3,BTM,60923_3_BTM,0.75,
60923,4,TOP,60923_4_TOP,0.68,
60923,4,BTM,60923_4_BTM,0.71,
60923,5,TOP,60923_5_TOP,0.64,
60923,5,BTM,60923_5_BTM,0.88,
60923,6,TOP,60923_6_TOP,0.72,
60923,6,BTM,60923_6_BTM,0.63,
60923,7,TOP,60923_7_TOP,0.71,
60923,7,BTM,60923_7_BTM,0.73,
60923,8,TOP,60923_8_TOP,1.33,
60923,8,BTM,60923_8_BTM,1.35,
60923,9,TOP,60923_9_TOP,1.13,
60923,9,BTM,60923_9_BTM,0.98,
60929,1,TOP,60929_1_TOP,1.04,
60929,1,BTM,60929_1_BTM,1.19,
60929,2,TOP,60929_2_TOP,1.2,
60929,2,BTM,60929_2_BTM,1.39,
60929,3,TOP,60929_3_TOP,1.22,
60929,3,BTM,60929_3_BTM,,Insufficient_material
60932,1,TOP,60932_1_TOP,,Data_not_available
60932,1,BTM,60932_1_BTM,1.2,
60932,2,TOP,60932_2_TOP,,Data_not_available
60932,2,BTM,60932_2_BTM,1,
60932,3,TOP,60932_3_TOP,,Data_not_available
60932,3,BTM,60932_3_BTM,1.12,
60932,4,TOP,60932_4_TOP,,Data_not_available
60932,4,BTM,60932_4_BTM,,Data_not_available
60932,5,TOP,60932_5_TOP,,Data_not_available
60932,5,BTM,60932_5_BTM,,Data_not_available
60932,6,TOP,60932_6_TOP,0.52,
60932,6,BTM,60932_6_BTM,1.45,
60933,1,TOP,60933_1_TOP,0.24,
60933,1,BTM,60933_1_BTM,,Insufficient_material
60933,10,TOP,60933_10_TOP,0.56,
60933,10,BTM,60933_10_BTM,,Insufficient_material
60933,11,TOP,60933_11_TOP,0.88,
60933,11,BTM,60933_11_BTM,1.12,
60933,12,TOP,60933_12_TOP,0.99,
60933,12,BTM,60933_12_BTM,1.61,
60933,13,TOP,60933_13_TOP,0.88,
60933,13,BTM,60933_13_BTM,1.39,
60933,14,TOP,60933_14_TOP,0.85,
60933,14,BTM,60933_14_BTM,1.1,
60933,15,TOP,60933_15_TOP,0.78,
60933,15,BTM,60933_15_BTM,1.67,
60933,16,TOP,60933_16_TOP,0.75,
60933,16,BTM,60933_16_BTM,1.05,
60933,17,TOP,60933_17_TOP,0.81,
60933,17,BTM,60933_17_BTM,1.12,
60933,18,TOP,60933_18_TOP,1.01,
60933,18,BTM,60933_18_BTM,0.95,
60933,19,TOP,60933_19_TOP,1.64,
60933,19,BTM,60933_19_BTM,0.81,
60933,2,TOP,60933_2_TOP,0.61,
60933,2,BTM,60933_2_BTM,1.2,
60933,20,TOP,60933_20_TOP,0.79,
60933,20,BTM,60933_20_BTM,0.91,
60933,3,TOP,60933_3_TOP,0.25,
60933,3,BTM,60933_3_BTM,1.09,
60933,4,TOP,60933_4_TOP,0.49,
60933,4,BTM,60933_4_BTM,1.08,
60933,5,TOP,60933_5_TOP,0.56,
60933,5,BTM,60933_5_BTM,1.28,
60933,6,TOP,60933_6_TOP,0.66,
60933,6,BTM,60933_6_BTM,1.15,
60933,7,TOP,60933_7_TOP,0.6,
60933,7,BTM,60933_7_BTM,1.23,
60933,8,TOP,60933_8_TOP,0.59,
60933,8,BTM,60933_8_BTM,,Insufficient_material
60933,9,TOP,60933_9_TOP,0.65,
60933,9,BTM,60933_9_BTM,,Insufficient_material
60938,1,TOP,60938_1_TOP,1.17,
60938,1,BTM,60938_1_BTM,1.32,
60938,2,TOP,60938_2_TOP,1.01,
60938,2,BTM,60938_2_BTM,1.6,
60938,3,TOP,60938_3_TOP,0.61,
60938,3,BTM,60938_3_BTM,0.91,
60938,4,TOP,60938_4_TOP,0.82,
60938,4,BTM,60938_4_BTM,1.26,
60938,5,TOP,60938_5_TOP,0.49,
60938,5,BTM,60938_5_BTM,1.93,
60938,6,TOP,60938_6_TOP,0.88,
60938,6,BTM,60938_6_BTM,1.23,
60940,1,TOP,60940_1_TOP,0.63,
60940,1,BTM,60940_1_BTM,1.13,
60940,2,TOP,60940_2_TOP,0.81,
60940,2,BTM,60940_2_BTM,1.08,
60940,3,TOP,60940_3_TOP,0.42,
60940,3,BTM,60940_3_BTM,1.17,
60940,4,TOP,60940_4_TOP,0.65,
60940,4,BTM,60940_4_BTM,1.04,
60940,5,TOP,60940_5_TOP,0.82,
60940,5,BTM,60940_5_BTM,1.13,
60940,6,TOP,60940_6_TOP,0.59,
60940,6,BTM,60940_6_BTM,0.98,
60942,1,TOP,60942_1_TOP,0.62,
60942,1,BTM,60942_1_BTM,1.18,
60942,2,TOP,60942_2_TOP,0.44,
60942,2,BTM,60942_2_BTM,1.24,
60942,3,TOP,60942_3_TOP,0.33,
60942,3,BTM,60942_3_BTM,0.71,
60942,4,TOP,60942_4_TOP,0.45,
60942,4,BTM,60942_4_BTM,1.32,
60942,5,TOP,60942_5_TOP,0.87,
60942,5,BTM,60942_5_BTM,1.23,
60942,6,TOP,60942_6_TOP,0.11,
60942,6,BTM,60942_6_BTM,1.3,
60946,1,TOP,60946_1_TOP,0.27,
60946,1,BTM,60946_1_BTM,0.63,
60946,2,TOP,60946_2_TOP,0.17,
60946,2,BTM,60946_2_BTM,0.71,
61049,1,TOP,61049_1_TOP,0.44,
61049,1,BTM,61049_1_BTM,1.16,
61049,10,TOP,61049_10_TOP,1.19,
61049,10,BTM,61049_10_BTM,1.48,
61049,11,TOP,61049_11_TOP,1.03,
61049,11,BTM,61049_11_BTM,1.11,
61049,12,TOP,61049_12_TOP,1.25,
61049,12,BTM,61049_12_BTM,1.2,
61049,13,TOP,61049_13_TOP,,
61049,13,BTM,61049_13_BTM,,
61049,2,TOP,61049_2_TOP,0.56,
61049,2,BTM,61049_2_BTM,0.77,
61049,3,TOP,61049_3_TOP,0.62,
61049,3,BTM,61049_3_BTM,1.05,
61049,4,TOP,61049_4_TOP,0.76,
61049,4,BTM,61049_4_BTM,1.29,
61049,5,TOP,61049_5_TOP,0.61,
61049,5,BTM,61049_5_BTM,0.92,
61049,6,TOP,61049_6_TOP,0.7,
61049,6,BTM,61049_6_BTM,0.96,
61049,7,TOP,61049_7_TOP,0.71,
61049,7,BTM,61049_7_BTM,0.74,
61049,8,TOP,61049_8_TOP,0.67,
61049,8,BTM,61049_8_BTM,1.85,
61049,9,TOP,61049_9_TOP,0.87,
61049,9,BTM,61049_9_BTM,1.55,